title,artist,existing_year,existing_year_source,existing_status,existing_notes,csv_year,estimated_year,spotify_album_name,spotify_album_type,spotify_album_release_date,spotify_duration_ms,spotify_album_artist,spotify_track_number,spotify_disc_number,mb_year,mb_year_source,mb_match_method,mb_score,deezer_year,deezer_invalid_year,deezer_status,deezer_track_id,discogs_year,discogs_rejected_year,discogs_rejected_reason,chosen_candidate,status,notes,diff,spotify_track_id,spotify_match_name,spotify_match_artist,match_method,similarity_score,isrc,spotify_found,manual_source_url,exclusion_reason,final_year,listenbrainz_match_status,listenbrainz_year_signal,listenbrainz_context_flags,listenbrainz_version_flags,listenbrainz_recommendation,listenbrainz_mb_year,listenbrainz_mb_year_source,listenbrainz_year_delta_vs_current_mb,listenbrainz_year_delta_vs_spotify,listenbrainz_recording_mbid,listenbrainz_recording_name,listenbrainz_release_mbid,listenbrainz_release_name,final_source,review_reason
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",,,,,2021,2021,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],single,2021-01-15,169153,"Riton, Nightcrawlers, Mufasa & Hypeman",1,1,2021,mb_ok,isrc,0.80,,,skipped_off,,,,,2021,auto_accepted_mb,auto: MusicBrainz strong match,,4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine",playlist_import,,GBCEN2000163,true,,,2021,,,,,,,,,,,,,,,
In Your Eyes (feat. Alida),"Robin Schulz, Alida",,,,,2020,2020,In Your Eyes (feat. Alida),single,2020-01-10,208222,"Robin Schulz, Alida",1,1,2020,mb_ok,isrc,0.80,,,skipped_off,,,,,2020,auto_accepted_mb,auto: MusicBrainz strong match,,61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),"Robin Schulz, Alida",playlist_import,,DEA621901341,true,,,2020,,,,,,,,,,,,,,,
The Look,Roxette,,,,,1988,1988,Look Sharp! (Extended Version),album,1988-10-21,237320,Roxette,1,1,1988,mb_ok,isrc,1.00,,,skipped_off,,,,,1988,auto_accepted_mb,auto: MusicBrainz strong match,,2oWMI54r0qT4N8Xb4C76vq,The Look,Roxette,playlist_import,,SEAME8878010,true,,,1988,,,,,,,,,,,,,,,
Wann wird's mal wieder richtig Sommer,Rudi Carrell,,,,,2007,2007,Das Beste von Rudi Carrell,album,2007,263000,Rudi Carrell,8,1,1975,mb_ok,isrc,1.00,,,skipped_off,,,,,1975,auto_accepted_mb,auto: MusicBrainz strong match,,1JViGsU8CVY7j0o4coomDA,Wann wird's mal wieder richtig Sommer,Rudi Carrell,playlist_import,,DEF457500504,true,,,1975,,,,,,,,,,,,,,,
Let's Talk About Sex,Salt-N-Pepa,,,,,1990,1990,Blacks' Magic,album,1990-01-01,213266,Salt-N-Pepa,10,1,1990,mb_ok,isrc,1.00,,,skipped_off,,,,,1990,auto_accepted_mb,auto: MusicBrainz strong match,,6hTBP6QLwJdxbKyLlLXrGo,Let's Talk About Sex,Salt-N-Pepa,playlist_import,,USIR20180412,true,,,1990,,,,,,,,,,,,,,,
Let's Get Back To Bed - Boy!,"Sarah Connor, TQ",,,,,2001,2001,Green Eyed Soul,album,2001-01-01,238133,Sarah Connor,1,1,2001,mb_ok,isrc,1.00,,,skipped_off,,,,,2001,auto_accepted_mb,auto: MusicBrainz strong match,,0EbWhshcHu8Y0NkdgABv3d,Let's Get Back To Bed - Boy!,"Sarah Connor, TQ",playlist_import,,DEE860100326,true,,,2001,,,,,,,,,,,,,,,
Scatman's World,Scatman John,,,,,1995,1995,Scatman's World,album,1995-06-01,225133,Scatman John,2,1,1995,mb_ok,isrc,1.00,,,skipped_off,,,,,1995,auto_accepted_mb,auto: MusicBrainz strong match,,6dugx9WBSS8TDxbKqp9zmj,Scatman's World,Scatman John,playlist_import,,DKELA9610002,true,,,1995,,,,,,,,,,,,,,,
San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,,,,,1967,1967,San Francisco,album,1967-07-16,178506,Scott McKenzie,1,1,1967,mb_ok,isrc,1.00,,,skipped_off,,,,,1967,auto_accepted_mb,auto: MusicBrainz strong match,,6vcNJUWtUPB0hKC6VbZriY,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,playlist_import,,USSM16701024,true,,,1967,,,,,,,,,,,,,,,
Get Busy,Sean Paul,,,,,2022,2022,Dutty Rock (20th Anniversary),album,2022-11-11,211666,Sean Paul,5,1,2002,mb_ok,isrc,1.00,,,skipped_off,,2003,,,2002,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+remaster_or_deluxe_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,6bK9BH9Ts8Gj5JFvnQkzak,Get Busy,Sean Paul,playlist_import,,USAT20202575,true,,,2002,,,,,,,,,,,,,,,
Waka Waka (This Time for Africa) - K-Mix,Shakira,,,,,2010,2010,Sale el Sol,album,2010-10-19,183946,Shakira,15,1,2010,mb_ok,isrc,1.00,,,skipped_off,,,,,2010,auto_accepted_mb,auto: MusicBrainz strong match,,63Tl9k1sH8tznn3bqoMuyF,Waka Waka (This Time for Africa) - K-Mix,Shakira,playlist_import,,USSD11000358,true,,,2010,,,,,,,,,,,,,,,
La Tortura (feat. Alejandro Sanz),"Shakira, Alejandro Sanz",,,,,2005,2005,"Fijación Oral, Vol. 1",album,2005-06-03,212893,Shakira,3,1,2005,mb_ok,isrc,0.96,,,skipped_off,,,,,2005,auto_accepted_mb,auto: MusicBrainz strong match,,5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),"Shakira, Alejandro Sanz",playlist_import,,USSM10501700,true,,,2005,,,,,,,,,,,,,,,
All I Wanna Do,Sheryl Crow,,,,,1993,1993,Tuesday Night Music Club,album,1993-08-03,272106,Sheryl Crow,9,1,1993,mb_ok,isrc,1.00,,,skipped_off,,,,,1993,auto_accepted_mb,auto: MusicBrainz strong match,,3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sheryl Crow,playlist_import,,USAM19300013,true,,,1993,,,,,,,,,,,,,,,
Shut Up (And Sleep With Me) [Original Airplay Mix],Sin With Sebastian,,,,,1995,1995,Shut Up (And Sleep With Me),album,1995-02-01,226666,Sin With Sebastian,2,1,1995,mb_ok,isrc,1.00,,,skipped_off,,,,,1995,auto_accepted_mb,auto: MusicBrainz strong match,,0fXy5mDtuSBtBMkNtAUhG6,Shut Up (And Sleep With Me) [Original Airplay Mix],Sin With Sebastian,playlist_import,,usx9p1318548,true,,,1995,,,,,,,,,,,,,,,
Rhythm Is A Dancer,SNAP!,,,,,1992,1992,The Madman's Return,album,1992-01-01,332229,SNAP!,6,1,1992,mb_ok,isrc,1.00,,,skipped_off,,,,,1992,auto_accepted_mb,auto: MusicBrainz strong match,,1IWzfq3sLedGQ3fb2hAMBA,Rhythm Is A Dancer,SNAP!,playlist_import,,DET189200600,true,,,1992,,,,,,,,,,,,,,,
The Power,SNAP!,,,,,1990,1990,World Power,album,1990-01-01,228993,SNAP!,1,1,1990,mb_ok,isrc,1.00,,,skipped_off,,,,,1990,auto_accepted_mb,auto: MusicBrainz strong match,,0nQLxiNGbbUoSGrxksETLm,The Power,SNAP!,playlist_import,,DET189000100,true,,,1990,,,,,,,,,,,,,,,
Drop It Like It's Hot,"Snoop Dogg, Pharrell Williams",,,,,2004,2004,R&G (Rhythm & Gangsta): The Masterpiece,album,2004-01-01,266066,Snoop Dogg,3,1,2004,mb_ok,isrc,1.00,,,skipped_off,,,,,2004,auto_accepted_mb,auto: MusicBrainz strong match,,2NBQmPrOEEjA8VbeWOQGxO,Drop It Like It's Hot,"Snoop Dogg, Pharrell Williams",playlist_import,,USMC10400640,true,,,2004,,,,,,,,,,,,,,,
It Feels So Good,Sonique,,,,,2000,2000,Hear My Cry,album,2000-08-24,240866,Sonique,1,1,1998,mb_ok,isrc,0.84,,,skipped_off,,,,,1998,auto_accepted_mb,auto: MusicBrainz strong match,,4Y8q64VnhD0vFYy9g2WFpi,It Feels So Good,Sonique,playlist_import,,USUR10300602,true,,,1998,,,,,,,,,,,,,,,
Wannabe,Spice Girls,,,,,1996,1996,Spice,album,1996-01-01,173026,Spice Girls,1,1,1996,mb_ok,isrc,1.00,,,skipped_off,,,,,1996,auto_accepted_mb,auto: MusicBrainz strong match,,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,playlist_import,,GBAAA9600008,true,,,1996,,,,,,,,,,,,,,,
"'54, '74, '90, 2010",Sportfreunde Stiller,,,,,2006,2006,You Have To Win Zweikampf (mit Verlängerung),album,2006-05-19,189253,Sportfreunde Stiller,12,1,2006,mb_ok,isrc,1.00,,,skipped_off,,,,,2006,auto_accepted_mb,auto: MusicBrainz strong match,,6ee1motyT1KuUMiz8dMqxj,"'54, '74, '90, 2010",Sportfreunde Stiller,playlist_import,,DEUM70602470,true,,,2006,,,,,,,,,,,,,,,
The Girl From Ipanema - Single Version,"Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim",,,,,1964,1964,Getz/Gilberto (Expanded Edition),album,1964-03-01,167533,"Stan Getz, João Gilberto",17,1,1986,mb_ok,isrc,0.76,,,skipped_off,,,,no_result,1986,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+remaster_or_deluxe_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,4qGfJb2KByjvzrwo8HNibg,The Girl From Ipanema - Single Version,"Stan Getz, João Gilberto, Astrud Gilberto, Antônio Carlos Jobim",playlist_import,,USUMG0000425,true,,,1986,,,,,,,,,,,,,,,
Stars On 45 - Original Single Edit,Stars On 45,,,,,1981,1981,Stars On 45,single,1981-01-22,286580,Stars On 45,1,1,1981,mb_ok,isrc,0.76,,,skipped_off,,,,,1981,auto_accepted_mb,auto: MusicBrainz strong match,,59BkBWQitTPgS1inzGfyI5,Stars On 45 - Original Single Edit,Stars On 45,playlist_import,,NLC288100003,true,,,1981,,,,,,,,,,,,,,,
Alors on danse - Radio Edit,Stromae,,,,,2010,2010,Cheese,album,2010-01-01,206066,Stromae,5,1,2009,mb_ok,isrc,1.00,,,skipped_off,,,,,2009,auto_accepted_mb,auto: MusicBrainz strong match,,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,Stromae,playlist_import,,FRUM70902424,true,,,2009,,,,,,,,,,,,,,,
Get It On,T. Rex,,,,,1971,1971,Electric Warrior,compilation,1971-09-24,262613,T. Rex,6,1,1971,mb_ok,isrc,0.96,,,skipped_off,,,,,1971,auto_accepted_mb_lb_confirmed,review_reason: mb_year_suspicious_late; risk_flags: catalog_context+compilation_context+mb_year_suspicious_late; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_year_suspicious_late; Auto accepted: ListenBrainz->MusicBrainz confirmed existing MusicBrainz year.,,0LoQuiekvzqx7n8flgEKzF,Get It On,T. Rex,playlist_import,,GBCHM7100038,true,,,1971,ok,confirms_current_mb_and_spotify,,,likely_accept_existing_mb,1971,recording_first_release_date,0,0,b33fd2b7-b06d-4d6f-a065-18f7bbc7bbc9,Get It On,dab6bd8e-7c6d-4828-9930-98061aef527e,Electric Warrior,musicbrainz,lb_mb_confirmed
World In Our Hands,Taio Cruz,,,,,2011,2011,TY.O (International Version),album,2011-01-01,199986,Taio Cruz,6,1,2011,mb_ok,isrc,1.00,,,skipped_off,,,,,2011,auto_accepted_mb,auto: MusicBrainz strong match,,79xJXZeudmfMq4ay9yCFGd,World In Our Hands,Taio Cruz,playlist_import,,GBUM71109576,true,,,2011,,,,,,,,,,,,,,,
Pump Up The Jam,Technotronic,,,,,1989,1989,Pump Up The Jam,album,1989-11-28,320306,Technotronic,1,1,1989,mb_ok,isrc,0.84,,,skipped_off,,,,,1989,auto_accepted_mb,auto: MusicBrainz strong match,,21qnJAMtzC6S5SESuqQLEK,Pump Up The Jam,Technotronic,playlist_import,,BED018901375,true,,,1989,,,,,,,,,,,,,,,
No No Never,Texas Lightning,,,,,2006,2006,"Meanwhile, Back At The Golden Ranch",album,2006-01-01,179786,Texas Lightning,4,1,2006,mb_ok,isrc,1.00,,,skipped_off,,,,,2006,auto_accepted_mb,auto: MusicBrainz strong match,,5EEiZp74udn1TOG6ty9Pq6,No No Never,Texas Lightning,playlist_import,,DEX570600001,true,,,2006,,,,,,,,,,,,,,,
Barbara Ann,The Beach Boys,,,,,1975,1975,Spirit Of America,compilation,1975-04-14,133893,The Beach Boys,18,1,1965,mb_ok,isrc,0.90,,,skipped_off,,,,no_result,1965,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,2KOt2JrCB720UxIbyzweQo,Barbara Ann,The Beach Boys,playlist_import,,USCA28600057,true,,,1965,,,,,,,,,,,,,,,
Boom Boom Boom - Don't Break My Balls Mix,The Outhere Brothers,,,,,1994,1994,1 Polish 2 Biscuits & a Fish Sandwich,album,1994-01-01,253200,The Outhere Brothers,1,1,1994,mb_ok,isrc,0.96,,,skipped_off,,,,,1994,auto_accepted_mb,auto: MusicBrainz strong match,,1m3YR95r3ZuLtu66T8l4Ab,Boom Boom Boom - Don't Break My Balls Mix,The Outhere Brothers,playlist_import,,CAU119402044,true,,,1994,,,,,,,,,,,,,,,
Don't Cha,"The Pussycat Dolls, Busta Rhymes",,,,,2005,2005,PCD,album,2005-01-01,272080,The Pussycat Dolls,1,1,2005,mb_ok,isrc,1.00,,,skipped_off,,,,,2005,auto_accepted_mb,auto: MusicBrainz strong match,,0BxfFnk0YzONqvmrkO0QrB,Don't Cha,"The Pussycat Dolls, Busta Rhymes",playlist_import,,USUM70503191,true,,,2005,,,,,,,,,,,,,,,
Jumpin' Jack Flash,The Rolling Stones,,,,,2021,2021,Jumpin' Jack Flash / Child Of The Moon,single,2021-05-28,222933,The Rolling Stones,1,1,2021,mb_ok,isrc,1.00,,,skipped_off,,,,,2021,auto_accepted_mb,auto: MusicBrainz strong match,,1uBsu3PbD2909UBIfEMLvK,Jumpin' Jack Flash,The Rolling Stones,playlist_import,,USA171810060,true,,,2021,,,,,,,,,,,,,,,
Sugar Baby Love,The Rubettes,,,,,1990,1990,The Best Of,compilation,1990-01-01,209893,The Rubettes,1,1,1974,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,1974,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,294ii3rwz6bTJ2XMn5BDu0,Sugar Baby Love,The Rubettes,playlist_import,,GBAKW7400099,true,,,1974,,,,,,,,,,,,,,,
Happy Together,The Turtles,,,,,1967,1967,Happy Together,album,1967,176293,The Turtles,6,1,1966,mb_ok,isrc,1.00,,,skipped_off,,,,,1966,auto_accepted_mb,auto: MusicBrainz strong match,,1JO1xLtVc8mWhIoE3YaCL0,Happy Together,The Turtles,playlist_import,,USA560587940,true,,,1966,,,,,,,,,,,,,,,
Summer Jam 2003 - DJ F.R.A.N.K's Summermix Short,The Underdog Project,,,,,2000,2000,Summer Jam 2003,single,2000-09-22,231680,The Underdog Project,1,1,2003,mb_ok,isrc,0.92,,,skipped_off,,,,,2003,auto_accepted_mb,auto: MusicBrainz strong match,,78Mqt7lWuaxVhN0ZptsuCY,Summer Jam 2003 - DJ F.R.A.N.K's Summermix Short,The Underdog Project,playlist_import,,DEN060401576,true,,,2003,,,,,,,,,,,,,,,
Don't Leave Me This Way,Thelma Houston,,,,,1998,1998,The Best Of,compilation,1998-01-01,217733,Thelma Houston,1,1,1976,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,1976,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,4Af8yzidDPc520TFd4TmkE,Don't Leave Me This Way,Thelma Houston,playlist_import,,USMO17600547,true,,,1976,,,,,,,,,,,,,,,
Semi-Charmed Life,Third Eye Blind,,,,,1997,1997,Third Eye Blind,album,1997-04-08,268360,Third Eye Blind,3,1,1997,mb_ok,isrc,1.00,,,skipped_off,,,,,1997,auto_accepted_mb,auto: MusicBrainz strong match,,42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,Third Eye Blind,playlist_import,,USEE19701203,true,,,1997,,,,,,,,,,,,,,,
Love Is You - Radio Version,Thomas Godoj,,,,,2008,2008,Plan A!,album,2008-07-04,222533,Thomas Godoj,1,1,2008,mb_ok,isrc,0.88,,,skipped_off,,,,,2008,auto_accepted_mb,auto: MusicBrainz strong match,,0ydk0oiUuGNyeUFeWlkjUS,Love Is You - Radio Version,Thomas Godoj,playlist_import,,DEE860800369,true,,,2008,,,,,,,,,,,,,,,
Perdona,Tiziano Ferro,,,,,2016,2016,Rojo Relativo,album,2016-07-29,238986,Tiziano Ferro,3,1,2001,mb_ok,isrc,0.90,,,skipped_off,,,,,2001,auto_accepted_mb,auto: MusicBrainz strong match,,4T3o83F13gwUaF0xCtAfNl,Perdona,Tiziano Ferro,playlist_import,,ITB920200002,true,,,2001,,,,,,,,,,,,,,,
River,Tom Gregory,,,,,2021,2021,River,single,2021-03-19,189995,Tom Gregory,1,1,2021,mb_ok,isrc,0.96,,,skipped_off,,,,,2021,auto_accepted_mb,auto: MusicBrainz strong match,,5nD2zmNcN7jZ1lrdj4ZVxX,River,Tom Gregory,playlist_import,,DEN062100149,true,,,2021,,,,,,,,,,,,,,,
It's Not Unusual,Tom Jones,,,,,1965,1965,Along Came Jones,album,1965-05-01,119800,Tom Jones,8,1,1965,mb_ok,isrc,1.00,,,skipped_off,,,,,1965,auto_accepted_mb,auto: MusicBrainz strong match,,3TlIt0ReIxPsVZcOEivT5U,It's Not Unusual,Tom Jones,playlist_import,,GBF076520010,true,,,1965,,,,,,,,,,,,,,,
Breaking Me,"Topic, A7S",,,,,2019,2019,Breaking Me,single,2019-12-19,166793,"Topic, A7S",1,1,2019,mb_ok,isrc,1.00,,,skipped_off,,,,,2019,auto_accepted_mb,auto: MusicBrainz strong match,,3H7ihDc1dqLriiWXwsc2po,Breaking Me,"Topic, A7S",playlist_import,,DEUM71906724,true,,,2019,,,,,,,,,,,,,,,
Talkin' Bout a Revolution,Tracy Chapman,,,,,1988,1988,Tracy Chapman,album,1988-04-05,161600,Tracy Chapman,1,1,1988,mb_ok,isrc,1.00,,,skipped_off,,,,,1988,auto_accepted_mb,auto: MusicBrainz strong match,,0YMFcrMtBowDdD5bPz0cgy,Talkin' Bout a Revolution,Tracy Chapman,playlist_import,,USEE10100547,true,,,1988,,,,,,,,,,,,,,,
New York-Rio-Tokyo,Trio Rio,,,,,1986,1986,Trio Rio,album,1986-05-05,281933,Trio Rio,2,1,1986,mb_ok,text,0.80,,,skipped_off,,,,,1986,auto_accepted_mb_lb_confirmed,review_reason: mb_text_match_only; risk_flags: mb_text_match_only; recommendation: run_targeted_discogs_lookup; discogs_lookup: mb_text_match_only; Auto accepted: ListenBrainz->MusicBrainz confirmed existing MusicBrainz year.,,68h3Um0UOY8FkMfcelv4Vb,New York-Rio-Tokyo,Trio Rio,playlist_import,,DEHA68600002,true,,,1986,ok,confirms_current_mb_and_spotify,,,likely_accept_existing_mb,1986,recording_first_release_date,0,0,b061a7cb-1c75-4766-9949-af0ba12d6819,New York – Rio – Tokyo,5951745e-53c5-4ff0-9c1b-b8865f5ed73f,Trio Rio,musicbrainz,lb_mb_confirmed
Heaven,U96,,,,,1996,1996,Heaven,album,1996,219600,U96,1,1,1996,mb_ok,isrc,1.00,,,skipped_off,,,,,1996,auto_accepted_mb,auto: MusicBrainz strong match,,3gpFz8oAnbKQz83jf17yco,Heaven,U96,playlist_import,,DED579602560,true,,,1996,,,,,,,,,,,,,,,
Kingston Town,UB40,,,,,1989,1989,Labour Of Love II,album,1989-01-01,231733,UB40,7,1,1989,mb_ok,isrc,0.96,,,skipped_off,,,,,1989,auto_accepted_mb,auto: MusicBrainz strong match,,1YnVYHXoak0syv4xBRHQRb,Kingston Town,UB40,playlist_import,,GBAAA8900032,true,,,1989,,,,,,,,,,,,,,,
Komet,"Udo Lindenberg, Apache 207",,,,,2023,2023,Komet,single,2023-01-19,167356,"Udo Lindenberg, Apache 207",1,1,2023,mb_ok,isrc,1.00,,,skipped_off,,,,,2023,auto_accepted_mb,auto: MusicBrainz strong match,,7oQepKHmXDaPC3rgeLRvQu,Komet,"Udo Lindenberg, Apache 207",playlist_import,,DEA622202192,true,,,2023,,,,,,,,,,,,,,,
Maria,US5,,,,,2005,2005,Here We Go,album,2005-05-07,221200,US5,6,1,2005,mb_ok,isrc,1.00,,,skipped_off,,,,,2005,auto_accepted_mb,auto: MusicBrainz strong match,,5e4K5KMw5o13ZDLS6ONAEf,Maria,US5,playlist_import,,DEPI82102292,true,,,2005,,,,,,,,,,,,,,,
Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",,,,,2018,2018,New Year's Eve - NYE 2018/2019,compilation,2018-12-07,250373,Various Artists,21,1,2004,mb_ok,isrc,1.00,,,skipped_off,,,,no_result,2004,auto_accepted_mb_soft_checked,soft auto candidate; Discogs background check pending; risk_flags: catalog_context+compilation_context; post_accept_check: discogs_soft_flags; soft Discogs check: no earlier conflict,,0utLWSIbolqT7KyppMuxKY,Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",playlist_import,,USAR10301423,true,,,2004,,,,,,,,,,,,,,,
"Boom, Boom, Boom, Boom!!",Vengaboys,,,,,1999,1999,The Party Album!,album,1999-06-04,202583,Vengaboys,2,1,1998,mb_ok,isrc,1.00,,,skipped_off,,,,,1998,auto_accepted_mb,auto: MusicBrainz strong match,,5N6M8yDiMV32T6Rkzh8EbW,"Boom, Boom, Boom, Boom!!",Vengaboys,playlist_import,,NLC529811150,true,,,1998,,,,,,,,,,,,,,,
We're Going To Ibiza!,Vengaboys,,,,,1999,1999,The Party Album!,album,1999-06-04,217539,Vengaboys,5,1,1998,mb_ok,isrc,0.84,,,skipped_off,,,,,1998,auto_accepted_mb,auto: MusicBrainz strong match,,6trzHhvr6xqYJkNnbWwXz2,We're Going To Ibiza!,Vengaboys,playlist_import,,NLC529811170,true,,,1998,,,,,,,,,,,,,,,
Fade To Grey,Visage,,,,,1980,1980,Visage,album,1980-01-01,239360,Visage,5,1,1980,mb_ok,isrc,0.90,,,skipped_off,,,,,1980,auto_accepted_mb,auto: MusicBrainz strong match,,3yobQNuKVJ62WDU7h725Fu,Fade To Grey,Visage,playlist_import,,USPR38080067,true,,,1980,,,,,,,,,,,,,,,
Never Let Me Down,"VIZE, Tom Gregory",,,,,2020,2020,Never Let Me Down,single,2020-04-24,153148,"VIZE, Tom Gregory",1,1,2020,mb_ok,isrc,1.00,,,skipped_off,,,,,2020,auto_accepted_mb,auto: MusicBrainz strong match,,0Je3J2ml1lrnTLXXIlxrvR,Never Let Me Down,"VIZE, Tom Gregory",playlist_import,,DEN062003458,true,,,2020,,,,,,,,,,,,,,,
Club Tropicana,Wham!,,,,,1983,1983,Fantastic,album,1983-07-09,265600,Wham!,7,1,1983,mb_ok,isrc,0.96,,,skipped_off,,,,,1983,auto_accepted_mb,auto: MusicBrainz strong match,,6tASfEUyB7lE2r6DLzURji,Club Tropicana,Wham!,playlist_import,,GBBBM8300007,true,,,1983,,,,,,,,,,,,,,,
Lush Life,Zara Larsson,,,,,2017,2017,So Good,album,2017-03-17,200646,Zara Larsson,2,1,2015,mb_ok,isrc,1.00,,,skipped_off,,,,,2015,auto_accepted_mb,auto: MusicBrainz strong match,,1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,playlist_import,,SEWEE1500509,true,,,2015,,,,,,,,,,,,,,,
Senza Una Donna,Zucchero,,,,,1987,1987,Blue's,album,1987-06-15,267333,Zucchero,7,1,1987,mb_ok,isrc,0.96,,,skipped_off,,,,,1987,auto_accepted_mb,auto: MusicBrainz strong match,,3ShEGKdskF0ke7iW2u9gjD,Senza Una Donna,Zucchero,playlist_import,,IT9008701810,true,,,1987,,,,,,,,,,,,,,,
